City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Month,Year,Monthly_AQI,PM_Ratio,NO2_NOx_Ratio,CO_O3_Ratio,SO2_NO2_Ratio
Ahmedabad,"2015-05-18 00:00:00",130.34,107.96,7.14,17.43,23.72,14.5,7.14,52.07,29.05,5.05,14,1.3,212,Poor,May,2015,267.37,1.2073,0.7348,0.2458,2.9874
Ahmedabad,"2015-05-19 00:00:00",53.24,107.96,8.05,15.86,23.34,14.5,8.05,36.23,21.58,5.23,15,1.02,280,Poor,May,2015,267.37,0.4931,0.6795,0.373,2.2844
Ahmedabad,"2015-05-20 00:00:00",42,107.96,10.44,18.16,21.8,14.5,10.44,17,25.5,0,0,0,162,Moderate,May,2015,267.37,0.389,0.833,0.4094,0.9361
Ahmedabad,"2015-05-21 00:00:00",50.1,107.96,9.46,14.9,22.5,14.5,9.46,30.67,12.91,0.41,1.89,1.44,384.5,"Very Poor",May,2015,267.37,0.4641,0.6622,0.7328,2.0584
Ahmedabad,"2015-05-22 00:00:00",83.69,107.96,10.89,17.18,27.15,14.5,10.89,41.12,35.61,12.62,20.2,17.84,569,Severe,May,2015,267.37,0.7752,0.6328,0.3058,2.3935
Ahmedabad,"2015-05-23 00:00:00",38.88,107.96,2.18,16.28,17.74,14.5,2.18,26.4,12.47,3,6.96,6.37,128,Moderate,May,2015,267.37,0.3601,0.9177,0.1748,1.6216
Ahmedabad,"2015-05-24 00:00:00",46.89,107.96,2.96,16.17,18.49,14.5,2.96,41.96,10.74,3.41,8.87,3.53,129,Moderate,May,2015,267.37,0.4343,0.8745,0.2756,2.5949
Ahmedabad,"2015-05-25 00:00:00",70.96,107.96,4.12,15.47,19.28,14.5,4.12,23.67,16.01,3.72,8.13,4.06,152,Moderate,May,2015,267.37,0.6573,0.8024,0.2573,1.5301
Ahmedabad,"2015-05-26 00:00:00",53.66,107.96,4.23,14.43,18.06,14.5,4.23,14.46,45.64,2.39,6.4,3.53,176,Moderate,May,2015,267.37,0.497,0.799,0.0927,1.0021
Ahmedabad,"2015-05-27 00:00:00",45.49,107.96,4.26,13.73,17.1,14.5,4.26,12.85,71.85,2.5,5.96,3.36,167,Moderate,May,2015,267.37,0.4214,0.8029,0.0593,0.9359
Ahmedabad,"2015-05-28 00:00:00",60.86,107.96,5.27,16.61,21.42,14.5,5.27,14.91,41.19,3.03,9.18,6.54,106,Moderate,May,2015,267.37,0.5637,0.7754,0.1279,0.8977
Ahmedabad,"2015-05-29 00:00:00",51.93,107.96,13.71,17.87,31.64,14.5,13.71,15.33,12.88,6.32,19.17,10.57,231,Poor,May,2015,267.37,0.481,0.5648,1.0644,0.8579
Ahmedabad,"2015-05-30 00:00:00",77.87,107.96,6.67,17.12,23,14.5,6.67,46.82,16.67,4.79,9.78,5.1,327,"Very Poor",May,2015,267.37,0.7213,0.7443,0.4001,2.7348
Ahmedabad,"2015-05-31 00:00:00",57.59,107.96,5.6,15.47,20.42,14.5,5.6,41.68,25.51,2.64,6.3,3.08,174,Moderate,May,2015,267.37,0.5334,0.7576,0.2195,2.6942
Ahmedabad,"2015-06-01 00:00:00",77.22,107.96,7.02,15.47,21.13,14.5,7.02,71.97,9.56,3.74,8.45,1.17,185,Moderate,June,2015,207.07,0.7153,0.7321,0.7343,4.6522
Ahmedabad,"2015-06-02 00:00:00",45.29,107.96,7.25,12.74,19.66,14.5,7.25,18.64,6.32,2.73,6.99,0.76,179,Moderate,June,2015,207.07,0.4195,0.648,1.1472,1.4631
Ahmedabad,"2015-06-03 00:00:00",103.78,107.96,6.36,13.9,19.86,14.5,6.36,7.76,15.27,0.82,1.37,0.81,211,Poor,June,2015,207.07,0.9613,0.6999,0.4165,0.5583
Ahmedabad,"2015-06-04 00:00:00",25.14,107.96,6.01,18.73,24.74,14.5,6.01,38.05,38.52,0,0,0,192,Moderate,June,2015,207.07,0.2329,0.7571,0.156,2.0315
Ahmedabad,"2015-06-05 00:00:00",87.03,107.96,8.05,17.88,25.53,14.5,8.05,23.84,48.22,0,0,0,310,"Very Poor",June,2015,207.07,0.8061,0.7004,0.1669,1.3333
Ahmedabad,"2015-06-06 00:00:00",89.6,107.96,6.59,19.84,25.9,14.5,6.59,48.05,44.78,0,0,0,223,Poor,June,2015,207.07,0.8299,0.766,0.1472,2.4219
Ahmedabad,"2015-06-07 00:00:00",80.69,107.96,6.86,16.07,22.25,14.5,6.86,39.85,32.65,0,0,0,192,Moderate,June,2015,207.07,0.7474,0.7222,0.2101,2.4798
Ahmedabad,"2015-06-08 00:00:00",44.75,107.96,7.76,16.53,24.29,14.5,7.76,9.89,8.07,0,0,0,191,Moderate,June,2015,207.07,0.4145,0.6805,0.9616,0.5983
Ahmedabad,"2015-06-09 00:00:00",38.11,107.96,7.41,11.62,19.03,14.5,7.41,3.13,6.69,2.5,5.93,0.74,184,Moderate,June,2015,207.07,0.353,0.6106,1.1076,0.2694
Ahmedabad,"2015-06-10 00:00:00",45.5,107.96,8.56,15.59,24.15,14.5,8.56,0.76,3.82,5.09,8.52,1.82,220,Poor,June,2015,207.07,0.4215,0.6455,2.2408,0.0487
Ahmedabad,"2015-06-11 00:00:00",36.98,107.96,8.21,11.52,19.74,14.5,8.21,0.52,5.17,3.63,8.16,1.33,215,Poor,June,2015,207.07,0.3425,0.5836,1.588,0.0451
Ahmedabad,"2015-06-12 00:00:00",43.58,107.96,8.26,13.33,21.58,14.5,8.26,1.02,7.56,3.59,6.79,1.5,226,Poor,June,2015,207.07,0.4037,0.6177,1.0926,0.0765
Ahmedabad,"2015-06-13 00:00:00",45.49,107.96,9.63,14.91,24.53,14.5,9.63,0.81,2.94,3.67,6.62,1.17,251,Poor,June,2015,207.07,0.4214,0.6078,3.2755,0.0543
Ahmedabad,"2015-06-14 00:00:00",38.06,107.96,8.67,18.57,27.25,14.5,8.67,1.05,4.63,2.85,5.12,0.74,216,Poor,June,2015,207.07,0.3525,0.6815,1.8726,0.0565
Ahmedabad,"2015-06-15 00:00:00",45.41,107.96,9.35,20.55,29.9,14.5,9.35,0.74,4.5,2.83,7.18,0.82,237,Poor,June,2015,207.07,0.4206,0.6873,2.0778,0.036
Ahmedabad,"2015-06-16 00:00:00",37.71,107.96,8.54,16.26,24.8,14.5,8.54,0.87,4.6,2.52,7.61,0.81,198,Moderate,June,2015,207.07,0.3493,0.6556,1.8565,0.0535
Ahmedabad,"2015-06-17 00:00:00",32.37,107.96,7.53,14.36,21.89,14.5,7.53,2.17,12.17,1.88,7.92,0.69,195,Moderate,June,2015,207.07,0.2998,0.656,0.6187,0.1511
Ahmedabad,"2015-06-18 00:00:00",34.74,107.96,7.59,13.51,21.11,14.5,7.59,4.11,12.22,1.82,6.19,0.47,187,Moderate,June,2015,207.07,0.3218,0.64,0.6211,0.3042
Ahmedabad,"2015-06-19 00:00:00",32.56,107.96,7.34,13.91,21.25,14.5,7.34,4.04,11.85,2.55,9.3,0.97,181,Moderate,June,2015,207.07,0.3016,0.6546,0.6194,0.2904
Ahmedabad,"2015-06-20 00:00:00",29.28,107.96,7.55,11.68,19.23,14.5,7.55,4.01,12.64,1.64,7,0.62,179,Moderate,June,2015,207.07,0.2712,0.6074,0.5973,0.3433
Ahmedabad,"2015-06-21 00:00:00",20.46,107.96,7.15,10.61,17.76,14.5,7.15,5.62,12.7,1.26,5.17,0.32,188,Moderate,June,2015,207.07,0.1895,0.5974,0.563,0.5297
Ahmedabad,"2015-06-22 00:00:00",26.07,107.96,7.99,11.07,19.06,14.5,7.99,4.1,10.57,1.5,6.9,0.63,190,Moderate,June,2015,207.07,0.2415,0.5808,0.7559,0.3704
Ahmedabad,"2015-06-23 00:00:00",21.43,107.96,7.45,11.16,18.62,14.5,7.45,4.99,7.38,1.4,6.69,0.76,185,Moderate,June,2015,207.07,0.1985,0.5994,1.0095,0.4471
Ahmedabad,"2015-06-24 00:00:00",11.91,107.96,7.34,10.1,17.44,14.5,7.34,10.86,5.47,1.3,12.23,0.73,189,Moderate,June,2015,207.07,0.1103,0.5791,1.3419,1.0752
Ahmedabad,"2015-06-25 00:00:00",57.75,107.96,8.68,9.68,18.36,14.5,8.68,12.28,3.06,1.98,6.51,0.74,196,Moderate,June,2015,207.07,0.5349,0.5272,2.8366,1.2686
Ahmedabad,"2015-06-26 00:00:00",66.39,107.96,8.58,12.79,21.36,14.5,8.58,11.09,4.96,1.76,6.18,0.57,201,Poor,June,2015,207.07,0.6149,0.5988,1.7298,0.8671
Ahmedabad,"2015-06-27 00:00:00",62.61,107.96,9.15,9.83,18.98,14.5,9.15,12.31,6.44,1.87,5.47,0.37,231,Poor,June,2015,207.07,0.5799,0.5179,1.4208,1.2523
Ahmedabad,"2015-06-28 00:00:00",47.5,107.96,8.07,9.53,17.59,14.5,8.07,13.91,7.28,1.34,3.97,0.12,196,Moderate,June,2015,207.07,0.44,0.5418,1.1085,1.4596
Ahmedabad,"2015-06-29 00:00:00",111.8,107.96,9.23,11.51,20.74,14.5,9.23,5.27,5.99,1.84,5.69,0.28,220,Poor,June,2015,207.07,1.0356,0.555,1.5409,0.4579
Ahmedabad,"2015-06-30 00:00:00",30,107.96,8.87,13.59,22.64,14.5,8.87,8.09,6.31,1.32,4.59,0.16,244,Poor,June,2015,207.07,0.2779,0.6003,1.4057,0.5953
Ahmedabad,"2015-07-01 00:00:00",4.66,107.96,9.01,10.9,20.36,14.5,9.01,7.31,6.38,1.27,3.94,0.13,223,Poor,July,2015,175.92,0.0432,0.5354,1.4122,0.6706
Ahmedabad,"2015-07-02 00:00:00",48.72,107.96,9.56,11.94,21.5,14.5,9.56,5.72,6.61,1.77,4.96,0.39,230,Poor,July,2015,175.92,0.4513,0.5553,1.4463,0.4791
Ahmedabad,"2015-07-03 00:00:00",49.7,107.96,9.43,9.81,19.23,14.5,9.43,6.78,6.42,2,4.79,0.31,243,Poor,July,2015,175.92,0.4604,0.5101,1.4688,0.6911
Ahmedabad,"2015-07-04 00:00:00",48.1,107.96,8.03,9.53,17.57,14.5,8.03,9.33,7.6,1.68,4.41,0.18,215,Poor,July,2015,175.92,0.4455,0.5424,1.0566,0.979
Ahmedabad,"2015-07-05 00:00:00",47.43,107.96,8.11,9.45,17.56,14.5,8.11,7.93,7.08,2.1,3.6,0.13,199,Moderate,July,2015,175.92,0.4393,0.5382,1.1455,0.8392
Ahmedabad,"2015-07-06 00:00:00",51.74,107.96,8.91,12.38,21.28,14.5,8.91,10.05,5.78,2.15,3.64,0.27,200,Moderate,July,2015,175.92,0.4793,0.5818,1.5415,0.8118
Ahmedabad,"2015-07-07 00:00:00",42.68,107.96,9.74,11.08,20.82,14.5,9.74,10.87,4.44,1.62,4.96,0.39,226,Poor,July,2015,175.92,0.3953,0.5322,2.1937,0.981
Ahmedabad,"2015-07-08 00:00:00",38.45,107.96,10.55,7.8,18.35,14.5,10.55,10.28,3.24,2.46,4.79,0.41,241,Poor,July,2015,175.92,0.3562,0.4251,3.2562,1.3179
Ahmedabad,"2015-07-09 00:00:00",46.69,107.96,11.48,0.17,11.64,14.5,11.48,10.25,5.76,1.77,4.34,0.15,222,Poor,July,2015,175.92,0.4325,0.0146,1.9931,60.2941
Ahmedabad,"2015-07-10 00:00:00",55.27,107.96,11.55,0.12,11.66,14.5,11.55,12.7,6.55,1.69,4.17,0.22,223,Poor,July,2015,175.92,0.5119,0.0103,1.7634,105.8333
Ahmedabad,"2015-07-11 00:00:00",149.03,107.96,11.49,0.16,11.65,14.5,11.49,10.07,7.27,1.71,5.72,0.19,248,Poor,July,2015,175.92,1.3804,0.0137,1.5805,62.9375
Ahmedabad,"2015-07-12 00:00:00",86.57,107.96,11.47,0.17,11.64,14.5,11.47,11.09,6.53,1.57,3.85,0.09,300,Poor,July,2015,175.92,0.8019,0.0146,1.7565,65.2353
Ahmedabad,"2015-07-13 00:00:00",111.77,107.96,11.3,0.24,11.53,14.5,11.3,7.73,4.67,1.72,4.52,0.16,232,Poor,July,2015,175.92,1.0353,0.0208,2.4197,32.2083
Ahmedabad,"2015-07-14 00:00:00",151.4,107.96,10.8,0.36,11.16,14.5,10.8,7.8,5.46,0.95,3.54,0.12,330,"Very Poor",July,2015,175.92,1.4024,0.0323,1.978,21.6667
Ahmedabad,"2015-07-15 00:00:00",51.35,107.96,8,2.69,10.67,14.5,8,10,5.76,1.54,4.32,0.35,223,Poor,July,2015,175.92,0.4756,0.2521,1.3889,3.7175
Ahmedabad,"2015-07-16 00:00:00",65.37,107.96,0.64,8.07,8.57,14.5,0.64,16.31,8.02,1.63,4.34,0.28,105,Moderate,July,2015,175.92,0.6055,0.9417,0.0798,2.0211
Ahmedabad,"2015-07-17 00:00:00",56.28,107.96,0.6,8.02,8.51,14.5,0.6,18.93,6.2,1.52,3.74,0.29,101,Moderate,July,2015,175.92,0.5213,0.9424,0.0968,2.3603
Ahmedabad,"2015-07-18 00:00:00",48.17,107.96,0.65,8,8.55,14.5,0.65,18.99,7.97,1.23,4.74,0.12,93,Satisfactory,July,2015,175.92,0.4462,0.9357,0.0816,2.3737
Ahmedabad,"2015-07-19 00:00:00",33.56,107.96,0.72,7.89,8.56,14.5,0.72,11.28,10.18,0.61,3.85,0.08,67,Satisfactory,July,2015,175.92,0.3109,0.9217,0.0707,1.4297
Ahmedabad,"2015-07-20 00:00:00",31.3,107.96,0.55,8.1,8.49,14.5,0.55,10.29,7.44,0.52,2.31,0.06,60,Satisfactory,July,2015,175.92,0.2899,0.9541,0.0739,1.2704
Ahmedabad,"2015-07-21 00:00:00",48.12,107.96,0.67,7.9,8.43,14.5,0.67,1.28,6.3,5,21.75,1.54,384.5,"Very Poor",July,2015,175.92,0.4457,0.9371,0.1063,0.162
Ahmedabad,"2015-07-22 00:00:00",57.11,107.96,0.55,8.28,8.42,14.5,0.55,14.58,2.6,2.81,14.53,1.87,90,Satisfactory,July,2015,175.92,0.529,0.9834,0.2115,1.7609
Ahmedabad,"2015-07-23 00:00:00",34.72,107.96,0.1,9.73,7.88,14.5,0.1,13.62,4.87,1.44,5.22,0.38,78,Satisfactory,July,2015,175.92,0.3216,1.2348,0.0205,1.3998
Ahmedabad,"2015-07-24 00:00:00",29.22,107.96,0.06,9.57,7.77,14.5,0.06,13.58,5.08,1.37,3.65,0.32,48,Good,July,2015,175.92,0.2707,1.2317,0.0118,1.419
Ahmedabad,"2015-07-25 00:00:00",29.79,107.96,0.14,8.64,7.97,14.5,0.14,15.11,5.34,0.36,1.05,0.14,53,Satisfactory,July,2015,175.92,0.2759,1.0841,0.0262,1.7488
Ahmedabad,"2015-07-26 00:00:00",59.95,107.96,0.18,8.78,8.16,14.5,0.18,11.52,2.79,0.52,1.23,0.22,91,Satisfactory,July,2015,175.92,0.5553,1.076,0.0645,1.3121
Ahmedabad,"2015-07-27 00:00:00",19.2,107.96,1.52,9.45,9.74,14.5,1.52,11.23,4.61,1.29,3.29,0.15,70,Satisfactory,July,2015,175.92,0.1778,0.9702,0.3297,1.1884
Ahmedabad,"2015-07-28 00:00:00",19.52,107.96,5.89,11.26,17.15,14.5,5.89,11.56,4.4,0.58,1.44,0.07,157,Moderate,July,2015,175.92,0.1808,0.6566,1.3386,1.0266
Ahmedabad,"2015-07-29 00:00:00",35.16,107.96,5.75,10.89,16.64,14.5,5.75,14.7,3.67,1.61,3.71,0.48,158,Moderate,July,2015,175.92,0.3257,0.6544,1.5668,1.3499
Ahmedabad,"2015-07-30 00:00:00",33.03,107.96,7.01,10.58,17.58,14.5,7.01,12.95,3.53,1.65,3.96,0.37,169,Moderate,July,2015,175.92,0.3059,0.6018,1.9858,1.224
Ahmedabad,"2015-07-31 00:00:00",40.95,107.96,6.92,10.47,17.39,14.5,6.92,19.8,3.38,2.05,5.08,0.44,174,Moderate,July,2015,175.92,0.3793,0.6021,2.0473,1.8911
Ahmedabad,"2015-08-01 00:00:00",40.29,107.96,6.74,10.52,17.26,14.5,6.74,8.27,3.57,1.85,4.34,0.39,173,Moderate,August,2015,223.97,0.3732,0.6095,1.888,0.7861
Ahmedabad,"2015-08-02 00:00:00",41.16,107.96,6.91,10.51,17.42,14.5,6.91,13.48,3.69,1.8,4.23,0.33,172,Moderate,August,2015,223.97,0.3813,0.6033,1.8726,1.2826
Ahmedabad,"2015-08-03 00:00:00",36.12,107.96,7.21,11.56,17.07,14.5,7.21,13.62,6.08,1.67,2.85,0.11,190,Moderate,August,2015,223.97,0.3346,0.6772,1.1859,1.1782
Ahmedabad,"2015-08-04 00:00:00",28.51,107.96,6.69,20.52,27.21,14.5,6.69,5.69,7.65,1.36,2.17,0.09,171,Moderate,August,2015,223.97,0.2641,0.7541,0.8745,0.2773
Ahmedabad,"2015-08-05 00:00:00",31.59,107.96,6.99,20.42,27.41,14.5,6.99,9.23,7.9,0.72,2.29,0.12,168,Moderate,August,2015,223.97,0.2926,0.745,0.8848,0.452
Ahmedabad,"2015-08-06 00:00:00",42.56,107.96,7.17,20.4,27.57,14.5,7.17,6.28,9.86,1.36,2.94,0.28,172,Moderate,August,2015,223.97,0.3942,0.7399,0.7272,0.3078
Ahmedabad,"2015-08-07 00:00:00",48.12,107.96,7.14,20.3,27.45,14.5,7.14,6.77,12.78,1.22,3.39,0.26,173,Moderate,August,2015,223.97,0.4457,0.7395,0.5587,0.3335
Ahmedabad,"2015-08-08 00:00:00",37.09,107.96,7.22,20.21,27.42,14.5,7.22,8.66,7.94,0.86,2.98,0.16,175,Moderate,August,2015,223.97,0.3436,0.7371,0.9093,0.4285
Ahmedabad,"2015-08-09 00:00:00",33.4,107.96,7.4,20.09,27.5,14.5,7.4,9.95,8.39,0.8,2.13,0.07,179,Moderate,August,2015,223.97,0.3094,0.7305,0.882,0.4953
Ahmedabad,"2015-08-10 00:00:00",38.64,107.96,7.35,20.21,27.55,14.5,7.35,9.74,6.28,1.31,2.8,0.27,174,Moderate,August,2015,223.97,0.3579,0.7336,1.1704,0.4819
Ahmedabad,"2015-08-11 00:00:00",40.49,107.96,7.48,20.23,27.71,14.5,7.48,8.92,21.51,1.17,3,0.11,176,Moderate,August,2015,223.97,0.375,0.7301,0.3477,0.4409
Ahmedabad,"2015-08-12 00:00:00",41.37,107.96,7.47,20.2,27.68,14.5,7.47,11.73,19.8,1.82,2.85,0.17,179,Moderate,August,2015,223.97,0.3832,0.7298,0.3773,0.5807
Ahmedabad,"2015-08-13 00:00:00",44.56,107.96,7.49,20.06,27.55,14.5,7.49,11.23,22.77,1.38,3.36,0.44,175,Moderate,August,2015,223.97,0.4127,0.7281,0.3289,0.5598
Ahmedabad,"2015-08-14 00:00:00",65.68,107.96,7.57,19.94,27.51,14.5,7.57,8.21,30.21,3.62,5.79,1,177,Moderate,August,2015,223.97,0.6084,0.7248,0.2506,0.4117
Ahmedabad,"2015-08-15 00:00:00",33.34,107.96,7.3,20.27,27.57,14.5,7.3,6.41,32.95,0,0,0.02,175,Moderate,August,2015,223.97,0.3088,0.7352,0.2215,0.3162
Ahmedabad,"2015-08-16 00:00:00",39.17,107.96,7.35,20.24,27.58,14.5,7.35,9.17,26.64,0.79,0.76,0.14,174,Moderate,August,2015,223.97,0.3628,0.7339,0.2759,0.4531
Ahmedabad,"2015-08-17 00:00:00",34,107.96,7.41,20.1,27.51,14.5,7.41,9.64,17.17,1.21,1.8,0.15,179,Moderate,August,2015,223.97,0.3149,0.7306,0.4316,0.4796
Ahmedabad,"2015-08-18 00:00:00",36.38,107.96,7.31,20.14,27.45,14.5,7.31,10.65,13.35,2,4.33,0.35,177,Moderate,August,2015,223.97,0.337,0.7337,0.5476,0.5288
Ahmedabad,"2015-08-19 00:00:00",38.35,107.96,7.41,20.16,27.57,14.5,7.41,9.33,18.59,1.63,3.74,0.35,180,Moderate,August,2015,223.97,0.3552,0.7312,0.3986,0.4628
Ahmedabad,"2015-08-20 00:00:00",38.5,107.96,12.38,19.67,30.02,14.5,12.38,10.37,16.33,1.56,2.97,0.42,274,Poor,August,2015,223.97,0.3566,0.6552,0.7581,0.5272
Ahmedabad,"2015-08-21 00:00:00",39.61,107.96,17.31,14.84,32.15,14.5,17.31,10.76,5.38,1.67,3.17,0.24,310,"Very Poor",August,2015,223.97,0.3669,0.4616,3.2175,0.7251
Ahmedabad,"2015-08-22 00:00:00",61.79,107.96,17.24,14.82,32.06,14.5,17.24,12.39,8.06,0.91,1.81,0.2,303,"Very Poor",August,2015,223.97,0.5723,0.4623,2.139,0.836
Ahmedabad,"2015-08-23 00:00:00",43.22,107.96,17.17,14.82,31.99,14.5,17.17,11.68,37.87,1.29,3.06,0.14,302,"Very Poor",August,2015,223.97,0.4003,0.4633,0.4534,0.7881
Ahmedabad,"2015-08-24 00:00:00",33.41,107.96,17.12,14.86,31.98,14.5,17.12,12.96,86.83,1.08,2.1,0.05,302,"Very Poor",August,2015,223.97,0.3095,0.4647,0.1972,0.8721
Ahmedabad,"2015-08-25 00:00:00",36.9,107.96,17.08,14.85,31.93,14.5,17.08,4.73,54.01,0.91,1.25,0.16,302,"Very Poor",August,2015,223.97,0.3418,0.4651,0.3162,0.3185
Ahmedabad,"2015-08-26 00:00:00",36.36,107.96,17.11,14.79,31.9,14.5,17.11,8.86,77.3,0,0,0.06,302,"Very Poor",August,2015,223.97,0.3368,0.4636,0.2213,0.5991
Ahmedabad,"2015-08-27 00:00:00",32.64,107.96,17.01,14.84,31.85,14.5,17.01,7.05,62.31,0,0,0.01,302,"Very Poor",August,2015,223.97,0.3023,0.4659,0.273,0.4751
Ahmedabad,"2015-08-28 00:00:00",38.23,107.96,17.07,14.89,31.96,14.5,17.07,10.9,55.94,0,0,0.01,302,"Very Poor",August,2015,223.97,0.3541,0.4659,0.3051,0.732
Ahmedabad,"2015-08-29 00:00:00",39.86,107.96,16.98,14.83,31.81,14.5,16.98,10.02,96.83,0,0.01,0.02,301,"Very Poor",August,2015,223.97,0.3692,0.4662,0.1754,0.6757
Ahmedabad,"2015-08-30 00:00:00",72.74,107.96,17.04,14.84,31.88,14.5,17.04,4.23,99.03,0,0,0,302,"Very Poor",August,2015,223.97,0.6738,0.4655,0.1721,0.285
Ahmedabad,"2015-08-31 00:00:00",43.2,107.96,17.05,14.86,31.91,14.5,17.05,5.96,59.99,0,0,0.11,302,"Very Poor",August,2015,223.97,0.4001,0.4657,0.2842,0.4011
Ahmedabad,"2015-09-01 00:00:00",63.2,107.96,17.03,14.82,31.85,14.5,17.03,3.69,7.57,0,0,0,302,"Very Poor",September,2015,267.38,0.5854,0.4653,2.2497,0.249
Ahmedabad,"2015-09-02 00:00:00",64.73,107.96,17.01,14.82,31.83,14.5,17.01,6.45,12.13,0,0,0,302,"Very Poor",September,2015,267.38,0.5996,0.4656,1.4023,0.4352
Ahmedabad,"2015-09-03 00:00:00",65.28,107.96,17.04,14.85,31.89,14.5,17.04,6.13,18.2,0,0,0,301,"Very Poor",September,2015,267.38,0.6047,0.4657,0.9363,0.4128
Ahmedabad,"2015-09-04 00:00:00",67.86,107.96,16.97,14.87,31.84,14.5,16.97,8.87,16.53,0,0,0,302,"Very Poor",September,2015,267.38,0.6286,0.467,1.0266,0.5965
Ahmedabad,"2015-09-05 00:00:00",52.4,107.96,16.97,14.81,31.78,14.5,16.97,9.89,22.55,0,0,0,301,"Very Poor",September,2015,267.38,0.4854,0.466,0.7525,0.6678
Ahmedabad,"2015-09-06 00:00:00",33.33,107.96,16.95,14.89,31.84,14.5,16.95,6.88,33.58,0,0,0,302,"Very Poor",September,2015,267.38,0.3087,0.4677,0.5048,0.4621
Ahmedabad,"2015-09-07 00:00:00",29.52,107.96,16.94,14.88,31.82,14.5,16.94,8.56,40.65,0,0,0.02,301,"Very Poor",September,2015,267.38,0.2734,0.4676,0.4167,0.5753
Ahmedabad,"2015-09-08 00:00:00",15.53,107.96,17,14.85,31.85,14.5,17,15.13,34.18,0,0,0,301,"Very Poor",September,2015,267.38,0.1438,0.4662,0.4974,1.0189
Ahmedabad,"2015-09-09 00:00:00",57.51,107.96,16.31,50.9,67.22,14.5,16.31,8.73,15.39,0,10.52,4.88,384.5,"Very Poor",September,2015,267.38,0.5327,0.7572,1.0598,0.1715
Ahmedabad,"2015-09-10 00:00:00",50.24,107.96,9.46,12.31,21.77,14.5,9.46,11.63,13.61,0,3.42,0.29,226,Poor,September,2015,267.38,0.4654,0.5655,0.6951,0.9448
Ahmedabad,"2015-09-11 00:00:00",61.77,107.96,8.68,15.43,24.1,14.5,8.68,8.1,18.69,0,4.83,0.38,276,Poor,September,2015,267.38,0.5722,0.6402,0.4644,0.525
Ahmedabad,"2015-09-12 00:00:00",46.93,107.96,7.14,11.47,18.61,14.5,7.14,7.92,19.03,0,3.08,0.12,209,Poor,September,2015,267.38,0.4347,0.6163,0.3752,0.6905
Ahmedabad,"2015-09-13 00:00:00",43.01,107.96,6.82,9.96,16.78,14.5,6.82,11.58,20.59,0,2.5,0.13,179,Moderate,September,2015,267.38,0.3984,0.5936,0.3312,1.1627
Ahmedabad,"2015-09-14 00:00:00",42.06,107.96,8.43,11.35,19.78,14.5,8.43,11.63,28.09,0,3.19,0.2,197,Moderate,September,2015,267.38,0.3896,0.5738,0.3001,1.0247
Ahmedabad,"2015-09-15 00:00:00",44.94,107.96,7.14,10.94,18.07,14.5,7.14,5.85,59.38,0,2.21,0.24,229,Poor,September,2015,267.38,0.4163,0.6054,0.1202,0.5347
Ahmedabad,"2015-09-16 00:00:00",29.58,107.96,6.61,9.94,16.55,14.5,6.61,8.82,42.9,0,1.87,0.13,170,Moderate,September,2015,267.38,0.274,0.6006,0.1541,0.8873
Ahmedabad,"2015-09-17 00:00:00",32.15,107.96,6.5,9.7,16.2,14.5,6.5,9.2,39.02,0,2.73,0.19,164,Moderate,September,2015,267.38,0.2978,0.5988,0.1666,0.9485
Ahmedabad,"2015-09-18 00:00:00",36.33,107.96,7.68,12.88,20.56,14.5,7.68,8.28,43.35,0,4.29,0.36,195,Moderate,September,2015,267.38,0.3365,0.6265,0.1772,0.6429
Ahmedabad,"2015-09-19 00:00:00",24.46,107.96,8.45,10.99,19.44,14.5,8.45,12.59,44.55,0,2.52,0.17,220,Poor,September,2015,267.38,0.2266,0.5653,0.1897,1.1456
Ahmedabad,"2015-09-20 00:00:00",58.37,107.96,16.28,47.19,39.51,14.5,16.244999999999997,46.78,39.51,3.87,23.95,1.8,384.5,"Very Poor",September,2015,267.38,0.5407,1.1944,0.4112,0.9913
Ahmedabad,"2015-09-21 00:00:00",27.08,107.96,9.95,12.25,22.19,14.5,9.95,9.51,12.46,0,4.77,0.32,384.5,"Very Poor",September,2015,267.38,0.2508,0.5521,0.7986,0.7763
Ahmedabad,"2015-09-22 00:00:00",59.29,107.96,9.21,9.68,18.89,14.5,9.21,5.98,7.69,0,3.24,0.19,217,Poor,September,2015,267.38,0.5492,0.5124,1.1977,0.6178
Ahmedabad,"2015-09-23 00:00:00",65.32,107.96,10.61,9.62,20.23,14.5,10.61,3.69,4.74,0,3.63,0.24,254,Poor,September,2015,267.38,0.605,0.4755,2.2384,0.3836
Ahmedabad,"2015-09-24 00:00:00",47.39,107.96,9.26,10.48,19.74,14.5,9.26,7.72,7.71,0,3.41,0.21,241,Poor,September,2015,267.38,0.439,0.5309,1.201,0.7366
Ahmedabad,"2015-09-25 00:00:00",43.88,107.96,8.69,19.75,28.44,14.5,8.69,4.83,11.53,0,3.24,0.16,244,Poor,September,2015,267.38,0.4064,0.6944,0.7537,0.2446
Ahmedabad,"2015-09-26 00:00:00",28.35,107.96,9.05,13.62,22.68,14.5,9.05,7.47,15.95,0,3.26,0.21,243,Poor,September,2015,267.38,0.2626,0.6005,0.5674,0.5485
